# RESUMO ESTATÍSTICO - COMPARAÇÃO DE TREINAMENTOS
##################################################
# Arquivo: training_data.json
# Robot: robot_stage4
# Algorithm: TD3
# Environment: todos_alternados
# Data: 2025-11-27T10:20:18.673579
##################################################
# QUADRO DE RESUMO POR TIPO DE PISTA
Métrica,PR,PBA,PG,PRB,PRD,PRA,MÉDIA
Total Episódios,831,832,832,831,831,832,
Melhor Distancia,7.956,9.011,7.762,8.21,7.743,4.6,
Maior Recompensa,3989.755,4790.87,4063.704,4108.724,3026.948,3642.044,
Menor Distância,-1.235,-1.214,-1.496,-1.322,-1.425,-1.288,
Média recompensa,443.672,433.445,476.893,430.762,234.29,328.199,391.21
Média Distância,1.334,1.332,1.415,1.336,1.23,0.396,1.174
Episodios de sucesso,0,1,0,0,0,0,
Percentual de Sucessos,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Total de Passos,99835,101298,116110,103621,72945,124593,
Total tempo (s),3327.833,3376.6,3870.333,3454.033,2431.5,4153.1,
Primeiro episódio de Sucesso,0,4903,0,0,0,0,
Soma passos até Primeiro Sucesso,0,97206,0,0,0,0,
Tempo do Primeiro Sucesso (s),0,14.967,0,0,0,0,
Número do Episódio mais rápido >9m,0,4903,0,0,0,0,
Melhor Tempo do Percurso (9m) (s),0,14.967,0,0,0,0,
% Sucessos depois de 9m,0.00%,6.70%,0.00%,0.00%,0.00%,0.00%,6.70%
##################################################
# DADOS DETALHADOS DOS EPISÓDIOS
Pista,episodio,distancia,tempo,recompensa,passos,successos,imu_x,imu_y,imu_z,roll_deg,pitch_deg,yaw_deg,imu_average_x_vel,imu_average_y_vel,imu_average_z_vel,roll_vel_deg,pitch_vel_deg,yaw_vel_deg,imu_x_vel,imu_y_vel,imu_z_vel,roll,pitch,yaw,roll_vel,pitch_vel,yaw_vel
PRA,2757,0.530,2.067,206.863,62,0,0.680,0.096,0.917,-9.075,21.015,61.783,0.293,0.047,0.009,9.990,23.786,0.299,0.398,-0.114,-0.196,-0.158,0.367,1.078,0.174,0.415,0.005
PRB,2758,0.644,2.000,210.695,60,0,0.794,0.252,0.828,7.870,34.269,60.907,0.371,0.122,-0.024,-17.963,13.435,-0.008,0.121,0.290,-0.333,0.137,0.598,1.063,-0.314,0.234,-0.000
PRD,2759,1.330,2.733,470.149,82,0,1.480,0.070,0.720,15.823,32.660,61.102,0.549,0.007,-0.065,-10.483,38.520,-97.113,1.469,0.486,-0.467,0.276,0.570,1.066,-0.183,0.672,-1.695
PR,2760,-0.400,1.867,77.317,56,0,-0.250,-0.486,0.698,75.709,-75.768,-61.556,-0.221,-0.260,-0.182,93.246,-192.634,-22.812,-2.173,0.339,-1.873,1.321,-1.322,-1.074,1.627,-3.362,-0.398
PBA,2761,1.721,3.600,564.215,108,0,1.871,-0.089,0.739,22.536,65.081,60.214,0.525,-0.021,-0.032,-44.929,43.565,1.644,0.497,0.552,-0.253,0.393,1.136,1.051,-0.784,0.760,0.029
PG,2762,0.318,2.067,-48.857,62,0,0.468,1.205,0.455,-74.156,51.155,1.776,0.185,0.605,-0.223,-168.237,-66.877,-4.178,-0.496,1.308,-1.534,-1.294,0.893,0.031,-2.936,-1.167,-0.073
PRA,2763,-0.370,1.333,-12.791,40,0,-0.220,-0.502,0.659,72.232,-75.305,-63.174,-0.274,-0.391,-0.282,41.555,-326.944,-36.540,-2.550,-0.266,-2.174,1.261,-1.314,-1.103,0.725,-5.706,-0.638
PRB,2764,0.325,4.867,250.730,146,0,0.475,0.436,0.434,-70.204,14.149,15.434,0.085,0.082,-0.098,-143.980,-98.716,-52.994,-0.875,0.649,-2.106,-1.225,0.247,0.269,-2.513,-1.723,-0.925
PRD,2765,1.729,3.133,431.182,94,0,1.879,-0.713,0.520,69.223,76.169,75.449,0.621,-0.240,-0.116,-6.505,-54.100,75.935,1.238,-0.550,0.404,1.208,1.329,1.317,-0.114,-0.944,1.325
PR,2766,-0.287,2.033,140.535,61,0,-0.137,-0.349,0.638,55.902,-79.466,-65.542,-0.140,-0.149,-0.167,-4.837,-216.367,-87.130,-1.950,0.214,-2.450,0.976,-1.387,-1.144,-0.084,-3.776,-1.521
PBA,2767,-0.368,1.667,58.936,50,0,-0.218,-0.560,0.705,75.710,-75.308,-82.956,-0.217,-0.344,-0.183,39.555,-303.069,28.955,-2.107,-0.174,-1.374,1.321,-1.314,-1.448,0.690,-5.290,0.505
PG,2768,1.033,2.933,186.205,88,0,1.183,-0.427,0.756,31.946,31.902,60.209,0.401,-0.167,-0.067,80.420,-11.717,-24.108,0.821,-0.588,-0.639,0.558,0.557,1.051,1.404,-0.205,-0.421
PRA,2769,-0.372,2.867,111.921,86,0,-0.222,0.475,0.699,-61.583,-56.762,72.440,-0.119,0.143,-0.136,-192.337,-192.142,70.833,-2.171,1.385,-2.391,-1.075,-0.991,1.264,-3.357,-3.354,1.236
PRB,2770,1.131,3.100,171.493,93,0,1.281,0.423,0.493,-80.686,21.469,-38.969,0.386,0.130,-0.148,-214.788,-5.716,-77.168,0.393,0.721,-1.534,-1.408,0.375,-0.680,-3.749,-0.100,-1.347
PRD,2771,0.859,1.933,234.210,58,0,1.009,-0.062,0.846,2.812,18.498,60.696,0.498,-0.028,-0.029,24.386,78.812,-24.185,1.174,-0.545,-0.469,0.049,0.323,1.059,0.426,1.376,-0.422
PR,2772,0.162,2.600,176.571,78,0,0.312,0.626,0.790,-23.174,24.473,61.636,0.085,0.229,-0.044,-28.089,-44.607,13.814,-0.742,0.559,-0.138,-0.404,0.427,1.076,-0.490,-0.779,0.241
PBA,2773,1.019,2.700,301.259,81,0,1.169,-0.298,0.742,47.765,51.016,61.594,0.415,-0.109,-0.072,27.960,67.222,20.822,0.769,-0.178,-0.628,0.834,0.890,1.075,0.488,1.173,0.363
PG,2774,-0.440,1.733,-10.670,52,0,-0.290,-0.085,0.579,-69.953,-71.069,70.860,-0.250,-0.069,-0.244,-138.219,-206.169,105.267,-1.722,-0.021,-2.570,-1.221,-1.240,1.237,-2.412,-3.598,1.837
PRA,2775,-0.105,1.200,-0.566,36,0,0.045,0.220,0.741,-56.916,-34.010,60.556,-0.080,0.218,-0.262,-196.230,-79.947,99.143,-0.725,0.407,-2.722,-0.993,-0.594,1.057,-3.425,-1.395,1.730
PRB,2776,1.347,2.933,416.798,88,0,1.497,-0.199,0.823,26.466,33.279,61.263,0.511,-0.091,-0.021,54.862,52.419,-0.372,0.846,-0.516,-0.305,0.462,0.581,1.069,0.958,0.915,-0.006
PRD,2777,1.133,2.600,376.233,78,0,1.283,-0.278,0.752,21.912,39.490,60.030,0.479,-0.113,-0.040,35.132,97.251,6.670,1.106,-0.099,-0.059,0.382,0.689,1.048,0.613,1.697,0.116
PR,2778,1.054,3.367,210.429,101,0,1.204,0.172,0.729,60.139,80.386,69.476,0.362,0.056,-0.048,0.956,36.742,7.648,0.475,-0.266,-0.105,1.050,1.403,1.213,0.017,0.641,0.133
PBA,2779,0.986,2.567,408.030,77,0,1.136,-0.252,0.911,7.165,13.461,61.144,0.430,-0.108,-0.013,-27.473,43.887,1.514,0.630,-0.066,-0.471,0.125,0.235,1.067,-0.479,0.766,0.026
PG,2780,-0.485,1.867,-10.724,56,0,-0.335,-0.424,0.485,-81.355,-65.577,75.689,-0.253,-0.273,-0.282,-42.575,-260.513,-46.834,-1.914,0.088,-2.601,-1.420,-1.145,1.321,-0.743,-4.547,-0.817
PRA,2781,0.008,2.533,351.027,76,0,0.158,-0.265,0.840,-43.900,-61.311,64.507,0.007,-0.099,-0.068,6.453,-154.525,116.957,-1.354,-0.534,-1.817,-0.766,-1.070,1.126,0.113,-2.697,2.041
PRB,2782,1.556,3.533,571.924,106,0,1.706,0.006,0.686,38.305,67.974,64.976,0.476,0.019,-0.051,15.042,76.462,-20.927,0.765,0.020,0.177,0.669,1.186,1.134,0.263,1.335,-0.365
PRD,2783,0.677,2.000,168.020,60,0,0.827,-0.232,0.784,29.002,46.076,60.634,0.390,-0.105,-0.053,-31.628,-56.845,-10.138,0.568,-0.074,-0.360,0.506,0.804,1.058,-0.552,-0.992,-0.177
PR,2784,1.355,3.267,622.657,98,0,1.505,0.089,0.851,14.570,42.056,62.324,0.457,0.008,-0.021,4.343,19.857,40.794,0.266,-0.564,0.154,0.254,0.734,1.088,0.076,0.347,0.712
PBA,2785,1.132,3.167,470.307,95,0,1.282,0.028,0.911,-9.537,21.902,62.679,0.407,0.015,-0.002,7.244,35.044,-37.914,0.606,-0.054,-0.453,-0.166,0.382,1.094,0.126,0.612,-0.662
PG,2786,1.995,4.333,795.786,130,0,2.145,-0.449,0.674,46.538,77.613,61.913,0.505,-0.087,-0.055,1.371,8.334,0.953,0.155,-0.087,-0.016,0.812,1.355,1.081,0.024,0.145,0.017
PRA,2787,0.529,2.600,376.477,78,0,0.679,-0.157,1.007,-19.095,1.335,62.059,0.228,-0.075,0.026,56.323,26.462,20.105,0.176,-0.238,-0.001,-0.333,0.023,1.083,0.983,0.462,0.351
PRB,2788,-0.354,2.267,140.990,68,0,-0.204,-0.309,0.587,73.488,-77.264,-79.298,-0.149,-0.110,-0.173,9.694,-231.875,-54.004,-1.738,0.445,-2.815,1.283,-1.349,-1.384,0.169,-4.047,-0.943
PRD,2789,-0.387,2.067,138.516,62,0,-0.237,-0.378,0.686,65.659,-73.054,-61.203,-0.179,-0.172,-0.170,3.335,-187.501,-43.210,-1.653,0.222,-2.559,1.146,-1.275,-1.068,0.058,-3.273,-0.754
PR,2790,0.915,2.267,316.657,68,0,1.065,0.068,0.837,14.149,26.309,64.127,0.448,0.027,-0.033,-5.172,35.841,4.972,0.438,0.275,-0.273,0.247,0.459,1.119,-0.090,0.626,0.087
PBA,2791,0.936,3.067,591.920,92,0,1.086,-0.068,0.858,-43.619,-19.787,63.091,0.330,-0.018,-0.030,-90.470,-148.009,109.119,-0.814,0.038,-1.378,-0.761,-0.345,1.101,-1.579,-2.583,1.904
PG,2792,1.430,3.367,419.515,101,0,1.580,-0.107,0.637,105.971,85.162,120.596,0.467,-0.038,-0.084,-1.234,93.747,-15.344,0.770,0.586,-0.434,1.850,1.486,2.105,-0.022,1.636,-0.268
PRA,2793,-0.165,1.500,15.746,45,0,-0.015,0.536,0.801,-49.356,-14.883,61.484,-0.092,0.353,-0.152,-9.962,-54.366,-40.178,-0.888,0.504,-1.480,-0.861,-0.260,1.073,-0.174,-0.949,-0.701
PRB,2794,1.073,2.600,254.444,78,0,1.223,-0.074,0.770,39.691,47.470,61.316,0.466,-0.006,-0.051,37.136,55.700,-16.391,0.494,-0.321,-0.328,0.693,0.829,1.070,0.648,0.972,-0.286
PRD,2795,-0.206,2.500,185.168,75,0,-0.056,-0.053,0.646,-107.541,-87.232,105.808,-0.074,0.001,-0.165,-45.471,-219.770,190.558,-1.849,-0.175,-2.359,-1.877,-1.522,1.847,-0.794,-3.836,3.326
PR,2796,-0.269,1.400,7.997,42,0,-0.119,0.367,0.514,87.668,-76.401,-122.208,-0.186,0.289,-0.407,202.320,-335.923,-109.373,-1.582,0.340,-3.106,1.530,-1.333,-2.133,3.531,-5.863,-1.909
PBA,2797,0.112,2.133,91.018,64,0,0.262,0.643,0.792,-30.537,6.601,64.878,0.070,0.281,-0.094,-35.879,-73.027,159.123,-1.659,0.644,-0.703,-0.533,0.115,1.132,-0.626,-1.275,2.777
PG,2798,0.455,1.800,-61.545,54,0,0.605,1.038,0.442,-68.288,10.629,20.662,0.267,0.589,-0.323,-142.866,-94.692,-37.061,0.353,1.023,-2.619,-1.192,0.186,0.361,-2.493,-1.653,-0.647
PRA,2799,-0.509,3.133,71.565,94,0,-0.359,-0.203,0.683,63.461,-64.018,-66.613,-0.163,-0.044,-0.117,-11.251,-171.822,55.894,-2.020,0.415,-2.046,1.108,-1.117,-1.163,-0.196,-2.999,0.976
PRB,2800,1.282,3.033,625.113,91,0,1.432,-0.439,0.983,-17.555,-10.452,67.713,0.452,-0.154,0.021,-35.274,-33.343,212.228,0.038,-0.812,-0.147,-0.306,-0.182,1.182,-0.616,-0.582,3.704
PRD,2801,-0.391,1.900,13.962,57,0,-0.241,-0.309,0.719,-59.786,-70.369,66.147,-0.195,-0.199,-0.159,3.156,-129.975,-46.743,-1.672,0.147,-2.040,-1.043,-1.228,1.154,0.055,-2.268,-0.816
PR,2802,1.423,3.033,574.825,91,0,1.573,-0.378,0.898,3.974,15.924,60.649,0.511,-0.148,-0.002,69.324,-40.760,42.338,0.261,0.360,-0.053,0.069,0.278,1.059,1.210,-0.711,0.739
PBA,2803,-0.311,1.500,34.126,45,0,-0.161,-0.534,0.666,62.063,-74.566,-61.280,-0.203,-0.362,-0.247,104.018,-164.579,-46.604,-1.849,-0.622,-2.082,1.083,-1.301,-1.070,1.815,-2.872,-0.813
PG,2804,0.265,3.200,244.666,96,0,0.415,0.067,0.735,-46.579,-51.430,68.052,0.098,0.019,-0.093,-95.412,-99.764,-6.559,-1.290,1.392,-1.681,-0.813,-0.898,1.188,-1.665,-1.741,-0.114
PRA,2805,0.334,2.567,362.609,77,0,0.484,-0.381,1.004,-28.014,-30.036,61.196,0.147,-0.148,0.011,27.566,-47.773,103.516,-0.737,-0.426,-0.816,-0.489,-0.524,1.068,0.481,-0.834,1.807
PRB,2806,1.781,3.533,613.955,106,0,1.931,-0.281,0.731,40.420,63.305,61.164,0.565,-0.074,-0.029,7.235,60.093,5.360,0.682,-0.112,-0.296,0.705,1.105,1.068,0.126,1.049,0.094
PRD,2807,0.908,2.000,225.319,60,0,1.058,0.271,0.803,4.931,22.152,63.408,0.493,0.134,-0.069,-11.760,90.849,-30.133,1.213,-0.024,-0.568,0.086,0.387,1.107,-0.205,1.586,-0.526
PR,2808,1.222,2.533,533.034,76,0,1.372,0.028,0.873,1.009,15.230,60.470,0.533,0.002,-0.023,-43.462,19.104,-19.261,0.493,0.481,-0.690,0.018,0.266,1.055,-0.759,0.333,-0.336
PBA,2809,1.281,3.233,461.443,97,0,1.431,-0.635,0.650,42.765,41.299,62.194,0.424,-0.177,-0.082,98.492,139.169,14.126,1.194,-0.447,-0.654,0.746,0.721,1.085,1.719,2.429,0.247
PG,2810,-0.390,1.500,-15.859,45,0,-0.240,-0.461,0.577,73.235,-75.019,-72.975,-0.250,-0.354,-0.287,39.604,-204.536,-67.675,-1.676,-0.397,-2.230,1.278,-1.309,-1.274,0.691,-3.570,-1.181
PRA,2811,-0.440,2.300,-94.304,69,0,-0.290,-0.106,0.442,-83.766,-34.711,58.308,-0.191,-0.039,-0.218,-125.671,-166.492,-3.392,-1.282,0.524,-2.880,-1.462,-0.606,1.018,-2.193,-2.906,-0.059
PRB,2812,-0.109,2.333,108.650,70,0,0.041,-0.400,0.847,-62.076,-45.790,67.030,-0.047,-0.157,-0.076,-23.850,-136.588,59.495,-1.693,-0.604,-1.507,-1.083,-0.799,1.170,-0.416,-2.384,1.038
PRD,2813,1.508,2.267,374.840,68,0,1.658,-0.180,0.751,21.941,24.823,61.365,0.747,-0.092,-0.074,15.518,22.359,-152.625,1.675,0.170,-0.349,0.383,0.433,1.071,0.271,0.390,-2.664
PR,2814,0.202,2.367,187.779,71,0,0.352,-0.049,1.009,-40.137,-0.564,60.312,0.086,-0.010,0.014,-54.332,-42.083,184.345,-0.612,0.308,-0.522,-0.701,-0.010,1.053,-0.948,-0.734,3.217
PBA,2815,1.255,2.600,282.093,78,0,1.405,-0.420,0.748,20.517,33.455,62.128,0.522,-0.135,-0.060,43.595,89.436,-1.044,1.125,-0.621,-0.455,0.358,0.584,1.084,0.761,1.561,-0.018
PG,2816,1.329,8.167,1130.902,245,0,1.479,-0.023,0.718,22.799,60.816,61.195,0.177,-0.001,-0.040,-17.735,23.341,0.925,0.197,0.139,-0.150,0.398,1.061,1.068,-0.310,0.407,0.016
PRA,2817,0.050,2.567,244.162,77,0,0.200,0.207,0.693,-56.822,-43.819,63.957,0.035,0.070,-0.140,-130.601,-100.866,3.048,-1.055,1.541,-2.403,-0.992,-0.765,1.116,-2.279,-1.760,0.053
PRB,2818,1.185,4.267,719.390,128,0,1.335,-0.008,0.906,3.002,18.911,63.504,0.308,-0.010,0.007,4.164,16.967,-23.056,0.913,-0.111,0.150,0.052,0.330,1.108,0.073,0.296,-0.402
PRD,2819,1.708,2.600,536.037,78,0,1.858,-0.723,0.622,55.109,41.828,60.889,0.708,-0.273,-0.096,43.810,76.077,-21.305,0.924,-0.443,-0.281,0.962,0.730,1.063,0.765,1.328,-0.372
PR,2820,-0.221,2.400,167.464,72,0,-0.071,-0.208,0.566,65.515,-70.314,-61.428,-0.081,-0.064,-0.177,48.926,-217.831,-1.342,-1.786,0.233,-2.727,1.143,-1.227,-1.072,0.854,-3.802,-0.023
PBA,2821,1.142,2.433,406.341,73,0,1.292,0.186,0.849,7.965,29.520,64.259,0.513,0.065,-0.038,12.902,75.364,36.098,0.534,-0.033,-0.355,0.139,0.515,1.122,0.225,1.315,0.630
PG,2822,0.822,3.367,537.155,101,0,0.972,-0.430,0.746,-27.983,-44.230,63.990,0.270,-0.146,-0.079,32.022,-115.722,0.137,-1.821,-0.052,-1.151,-0.488,-0.772,1.117,0.559,-2.020,0.002
PRA,2823,0.438,2.933,413.363,88,0,0.588,-0.574,0.867,-31.223,-58.301,61.236,0.171,-0.206,-0.037,57.813,-90.130,53.215,-1.595,-0.451,-1.081,-0.545,-1.018,1.069,1.009,-1.573,0.929
PRB,2824,-0.003,1.933,177.320,58,0,0.147,0.638,0.798,-51.212,-2.266,60.038,0.003,0.309,-0.086,-52.570,-67.976,80.618,-1.477,0.424,-1.158,-0.894,-0.040,1.048,-0.918,-1.186,1.407
PRD,2825,1.160,2.200,257.427,66,0,1.310,-0.109,0.753,18.026,47.173,60.439,0.574,-0.053,-0.086,45.161,51.675,-1.857,0.764,-0.847,-0.335,0.315,0.823,1.055,0.788,0.902,-0.032
PR,2826,1.106,2.133,238.460,64,0,1.256,-0.747,0.779,96.648,53.046,60.178,0.569,-0.363,-0.065,44.637,82.680,54.877,0.678,0.071,-0.673,1.687,0.926,1.050,0.779,1.443,0.958
PBA,2827,1.670,3.000,371.338,90,0,1.820,-0.461,0.609,-57.094,65.146,-70.845,0.602,-0.134,-0.118,-48.010,155.413,-15.985,1.816,0.480,-1.217,-0.996,1.137,-1.236,-0.838,2.712,-0.279
PG,2828,0.623,3.533,601.196,106,0,0.773,-0.890,0.510,-171.930,-87.019,168.412,0.195,-0.257,-0.153,-41.969,-209.318,-34.363,-1.477,0.380,-3.165,-3.001,-1.519,2.939,-0.732,-3.653,-0.600
PRA,2829,0.020,2.667,253.174,80,0,0.170,0.134,0.740,-54.383,-44.821,64.091,0.015,0.056,-0.120,-186.384,-115.402,23.539,-1.389,1.612,-1.950,-0.949,-0.782,1.119,-3.253,-2.014,0.411
PRB,2830,1.032,4.500,656.907,135,0,1.182,-0.952,0.845,-17.410,-57.943,60.870,0.253,-0.218,-0.041,7.336,-93.011,34.490,-1.536,-0.456,-0.902,-0.304,-1.011,1.062,0.128,-1.623,0.602
PRD,2831,2.261,2.833,488.754,85,0,2.411,-0.289,0.505,48.113,56.640,69.253,0.858,-0.096,-0.160,40.266,143.804,111.711,0.995,0.512,-1.045,0.840,0.989,1.209,0.703,2.510,1.950
PR,2832,-0.197,2.800,241.310,84,0,-0.047,-0.093,0.768,-36.894,-55.991,65.075,-0.053,-0.056,-0.081,-12.936,-142.185,-16.517,-1.729,0.355,-1.681,-0.644,-0.977,1.136,-0.226,-2.482,-0.288
PBA,2833,1.656,3.000,600.548,90,0,1.806,-0.099,0.867,10.842,22.243,60.540,0.597,-0.055,-0.028,3.683,52.359,0.332,0.846,-0.099,0.172,0.189,0.388,1.057,0.064,0.914,0.006
PG,2834,0.636,3.600,555.730,108,0,0.786,-0.137,0.736,-30.249,-41.528,63.280,0.189,-0.041,-0.098,-105.579,-119.238,68.635,-1.647,0.997,-1.777,-0.528,-0.725,1.104,-1.843,-2.081,1.198
PRA,2835,0.001,2.633,362.595,79,0,0.151,-0.426,0.816,-64.766,-66.245,65.613,0.009,-0.161,-0.084,-75.958,-175.612,47.521,-1.544,-0.047,-1.778,-1.130,-1.156,1.145,-1.326,-3.065,0.829
PRB,2836,1.415,2.367,360.711,71,0,1.565,-0.236,0.783,28.333,46.334,60.192,0.646,-0.089,-0.057,84.382,103.504,-1.076,0.937,-0.284,-0.620,0.495,0.809,1.051,1.473,1.806,-0.019
PRD,2837,-0.322,2.333,230.197,70,0,-0.172,-0.729,0.756,68.849,-78.310,-75.040,-0.133,-0.332,-0.111,116.863,-215.787,-27.197,-1.788,-0.555,-1.590,1.202,-1.367,-1.310,2.040,-3.766,-0.475
PR,2838,0.083,2.767,88.526,83,0,0.233,-1.127,0.449,95.231,-20.507,-59.994,0.049,-0.404,-0.204,165.471,-78.632,-58.541,-1.113,-0.751,-2.621,1.662,-0.358,-1.047,2.888,-1.372,-1.022
PBA,2839,1.790,3.833,273.194,115,0,1.940,-1.007,0.484,89.412,65.010,40.644,0.501,-0.282,-0.123,112.874,44.278,-47.503,0.291,-1.632,-1.067,1.561,1.135,0.709,1.970,0.773,-0.829
PG,2840,1.317,4.133,174.151,124,0,1.467,-0.745,0.667,75.058,74.621,63.947,0.363,-0.175,-0.070,22.432,96.950,36.296,0.401,-0.576,-0.339,1.310,1.302,1.116,0.392,1.692,0.633
PRA,2841,0.587,1.800,-57.212,54,0,0.737,0.674,0.481,-82.308,33.687,-34.961,0.369,0.423,-0.260,-128.307,35.141,-23.264,0.429,1.078,-1.693,-1.437,0.588,-0.610,-2.239,0.613,-0.406
PRB,2842,0.831,2.333,425.100,70,0,0.981,0.053,0.890,-37.058,0.022,67.673,0.390,0.014,-0.029,-189.992,-105.253,212.506,-0.617,0.638,-1.447,-0.647,0.000,1.181,-3.316,-1.837,3.709
PRD,2843,1.265,2.333,401.710,70,0,1.415,0.300,0.743,13.314,28.393,62.340,0.599,0.121,-0.089,96.958,78.675,157.639,0.995,0.672,-0.036,0.232,0.496,1.088,1.692,1.373,2.751
PR,2844,1.141,2.400,436.547,72,0,1.291,0.083,0.863,-4.756,34.066,60.811,0.536,0.021,-0.010,-0.103,43.212,1.747,0.519,0.279,-0.131,-0.083,0.595,1.061,-0.002,0.754,0.030
PBA,2845,0.557,3.233,351.608,97,0,0.707,0.386,0.418,-64.261,-5.344,65.241,0.178,0.107,-0.191,-247.928,-26.692,115.116,-1.018,0.831,-3.439,-1.122,-0.093,1.139,-4.327,-0.466,2.009
PG,2846,0.524,3.433,542.431,103,0,0.674,-0.994,0.562,62.745,-78.789,-62.709,0.163,-0.284,-0.134,3.339,-340.623,-27.451,-1.996,-0.114,-1.902,1.095,-1.375,-1.094,0.058,-5.945,-0.479
PRA,2847,0.380,2.867,222.261,86,0,0.530,-0.311,0.978,-26.696,-28.839,61.126,0.148,-0.127,-0.004,66.497,-59.410,5.311,-0.946,-1.072,-0.874,-0.466,-0.503,1.067,1.161,-1.037,0.093
PRB,2848,1.109,3.167,162.734,95,0,1.259,-0.326,0.793,87.714,65.023,67.969,0.387,-0.106,-0.037,40.027,81.670,105.315,0.747,0.776,-0.509,1.531,1.135,1.186,0.699,1.425,1.838
PRD,2849,1.902,2.667,547.321,80,0,2.052,0.051,0.611,28.290,41.212,63.497,0.774,0.015,-0.108,-7.317,82.376,-4.598,1.244,0.021,-0.358,0.494,0.719,1.108,-0.128,1.438,-0.080
PR,2850,0.156,2.667,277.826,80,0,0.306,-0.418,0.802,-22.240,-44.026,61.123,0.072,-0.167,-0.064,142.290,-139.704,-42.277,-1.783,-1.264,-0.610,-0.388,-0.768,1.067,2.483,-2.438,-0.738
PBA,2851,2.672,4.800,1192.647,144,0,2.822,0.499,0.870,-3.096,30.682,60.070,0.598,0.110,-0.015,42.133,81.287,17.160,1.077,-0.044,-0.104,-0.054,0.535,1.048,0.735,1.419,0.300
PG,2852,0.714,3.433,640.107,103,0,0.864,-0.229,0.637,-39.373,-40.389,63.295,0.240,-0.101,-0.099,-116.104,-173.590,103.863,-1.858,-0.046,-2.149,-0.687,-0.705,1.105,-2.026,-3.030,1.813
PRA,2853,-0.374,2.300,-13.649,69,0,-0.224,0.051,0.791,-43.481,-59.607,63.402,-0.158,0.017,-0.113,-78.188,-166.969,40.166,-2.194,0.783,-1.382,-0.759,-1.040,1.107,-1.365,-2.914,0.701
PRB,2854,1.205,2.567,238.794,77,0,1.355,0.746,0.466,-69.096,21.099,-25.987,0.505,0.307,-0.197,-178.769,43.104,-2.771,0.605,1.031,-2.309,-1.206,0.368,-0.454,-3.120,0.752,-0.048
PRD,2855,2.225,3.333,558.016,100,0,2.375,-0.690,0.377,170.932,85.520,167.093,0.720,-0.184,-0.170,1.153,151.265,-1.841,1.334,-0.041,-1.323,2.983,1.493,2.916,0.020,2.640,-0.032
PR,2856,1.861,4.367,698.265,131,0,2.011,-0.603,0.638,72.648,38.280,60.363,0.459,-0.127,-0.055,164.082,54.207,57.043,0.831,-0.552,-0.429,1.268,0.668,1.054,2.864,0.946,0.996
PBA,2857,2.546,4.833,1138.082,145,0,2.696,0.346,0.904,1.976,29.299,62.819,0.565,0.074,-0.021,-8.241,33.427,17.144,0.879,0.222,-0.819,0.034,0.511,1.096,-0.144,0.583,0.299
PG,2858,0.540,3.200,505.548,96,0,0.690,-0.791,0.466,74.680,-67.623,-82.912,0.181,-0.248,-0.182,170.775,-287.476,-126.969,-1.958,0.041,-2.653,1.303,-1.180,-1.447,2.981,-5.017,-2.216
PRA,2859,-0.149,3.200,181.760,96,0,0.001,0.093,0.750,-53.883,-65.745,66.912,-0.042,0.011,-0.111,-75.013,-170.818,-10.497,-2.119,0.973,-1.709,-0.940,-1.147,1.168,-1.309,-2.981,-0.183
PRB,2860,2.066,4.167,824.480,125,0,2.216,0.542,0.789,20.837,43.345,64.070,0.536,0.132,-0.038,-30.315,55.707,18.363,0.557,0.505,-0.255,0.364,0.757,1.118,-0.529,0.972,0.321
PRD,2861,1.373,2.133,432.109,64,0,1.523,-0.051,0.813,2.159,16.841,62.173,0.689,-0.018,-0.062,32.311,-24.041,122.359,0.817,-0.085,-1.087,0.038,0.294,1.085,0.564,-0.420,2.136
PR,2862,1.558,3.433,688.097,103,0,1.708,-0.279,0.967,-21.137,10.380,61.636,0.485,-0.086,0.009,7.441,-56.370,199.440,-0.181,0.213,0.187,-0.369,0.181,1.076,0.130,-0.984,3.481
PBA,2863,0.232,2.833,383.092,85,0,0.382,-0.136,0.690,-46.321,-64.279,62.640,0.104,-0.067,-0.125,-35.937,-164.784,-3.558,-1.962,0.559,-1.856,-0.808,-1.122,1.093,-0.627,-2.876,-0.062
PG,2864,0.191,2.833,320.393,85,0,0.341,-0.647,0.531,122.891,-86.985,-128.821,0.084,-0.205,-0.183,-97.317,-331.563,-32.941,-2.045,1.077,-2.622,2.145,-1.518,-2.248,-1.698,-5.787,-0.575
PRA,2865,-0.439,3.667,231.411,110,0,-0.289,-0.181,0.642,-84.857,-75.029,86.535,-0.116,-0.052,-0.116,28.286,-210.500,25.525,-1.903,-0.342,-2.549,-1.481,-1.310,1.510,0.494,-3.674,0.445
PRB,2866,1.100,2.833,585.827,85,0,1.250,0.057,0.974,-34.601,-15.478,65.929,0.421,0.020,0.003,-41.046,-71.920,97.829,-0.494,-0.055,-0.964,-0.604,-0.270,1.151,-0.716,-1.255,1.707
PRD,2867,1.353,2.300,311.466,69,0,1.503,0.033,0.787,16.390,19.386,60.658,0.649,0.007,-0.065,-8.587,28.405,-106.090,1.363,0.413,-0.329,0.286,0.338,1.059,-0.150,0.496,-1.852
